run_id,seed,img_v1_filename,prompt_version,img_v2_filename,timestamp
1,286696287486642080,sdxl_00001_.png,V2_SDXL,jedi_van_gogh_3_v2_00001_.png,2026-03-16T13:17:03.344432+00:00
2,4953746700109678199,sdxl_00002_.png,V2_SDXL,jedi_van_gogh_3_v2_00002_.png,2026-03-16T13:17:40.421210+00:00
3,9080525167784703739,sdxl_00003_.png,V2_SDXL,jedi_van_gogh_3_v2_00003_.png,2026-03-16T13:18:17.186466+00:00
4,9040340643581375431,sdxl_00004_.png,V2_SDXL,jedi_van_gogh_3_v2_00004_.png,2026-03-16T13:18:55.969714+00:00
5,5642430484938136430,sdxl_00005_.png,V2_SDXL,jedi_van_gogh_3_v2_00005_.png,2026-03-16T13:19:32.919040+00:00
6,3353681767532811182,sdxl_00006_.png,V2_SDXL,jedi_van_gogh_3_v2_00006_.png,2026-03-16T13:20:09.898909+00:00
7,1632046663355005289,sdxl_00007_.png,V2_SDXL,jedi_van_gogh_3_v2_00007_.png,2026-03-16T13:20:46.963402+00:00
8,4025880413257786389,sdxl_00008_.png,V2_SDXL,jedi_van_gogh_3_v2_00008_.png,2026-03-16T13:21:23.815202+00:00
9,5020303527816339798,sdxl_00009_.png,V2_SDXL,jedi_van_gogh_3_v2_00009_.png,2026-03-16T13:22:00.747832+00:00
10,5185418478754592659,sdxl_00010_.png,V2_SDXL,jedi_van_gogh_3_v2_00010_.png,2026-03-16T13:22:39.185931+00:00
11,579441505973024715,sdxl_00011_.png,V2_SDXL,jedi_van_gogh_3_v2_00011_.png,2026-03-16T13:23:16.272555+00:00
12,9142035484443550971,sdxl_00012_.png,V2_SDXL,jedi_van_gogh_3_v2_00012_.png,2026-03-16T13:23:53.197830+00:00
13,1610767053794100413,sdxl_00013_.png,V2_SDXL,jedi_van_gogh_3_v2_00013_.png,2026-03-16T13:24:30.395627+00:00
14,61441815144336483,sdxl_00014_.png,V2_SDXL,jedi_van_gogh_3_v2_00014_.png,2026-03-16T13:25:07.336915+00:00
15,8973342562476067579,sdxl_00015_.png,V2_SDXL,jedi_van_gogh_3_v2_00015_.png,2026-03-16T13:25:44.487936+00:00
16,4131394506772356670,sdxl_00016_.png,V2_SDXL,jedi_van_gogh_3_v2_00016_.png,2026-03-16T13:26:21.472105+00:00
17,1048537662410720960,sdxl_00017_.png,V2_SDXL,jedi_van_gogh_3_v2_00017_.png,2026-03-16T13:26:58.750349+00:00
18,3071060297427057283,sdxl_00018_.png,V2_SDXL,jedi_van_gogh_3_v2_00018_.png,2026-03-16T13:27:36.710511+00:00
19,5479762728986403754,sdxl_00019_.png,V2_SDXL,jedi_van_gogh_3_v2_00019_.png,2026-03-16T13:28:14.673723+00:00
20,2314459077737700421,sdxl_00020_.png,V2_SDXL,jedi_van_gogh_3_v2_00020_.png,2026-03-16T13:28:53.524881+00:00
21,3998702586870821690,sdxl_00021_.png,V2_SDXL,jedi_van_gogh_3_v2_00021_.png,2026-03-16T13:29:30.435737+00:00
22,2064795433744168742,sdxl_00022_.png,V2_SDXL,jedi_van_gogh_3_v2_00022_.png,2026-03-16T13:30:07.906303+00:00
23,564950703794076946,sdxl_00023_.png,V2_SDXL,jedi_van_gogh_3_v2_00023_.png,2026-03-16T13:30:45.434103+00:00
24,9074451703758987037,sdxl_00024_.png,V2_SDXL,jedi_van_gogh_3_v2_00024_.png,2026-03-16T13:31:22.939213+00:00
25,5140774802831899751,sdxl_00025_.png,V2_SDXL,jedi_van_gogh_3_v2_00025_.png,2026-03-16T13:32:02.205292+00:00
26,1704424188669600214,sdxl_00026_.png,V2_SDXL,jedi_van_gogh_3_v2_00026_.png,2026-03-16T13:32:39.721751+00:00
27,8229391549900303648,sdxl_00027_.png,V2_SDXL,jedi_van_gogh_3_v2_00027_.png,2026-03-16T13:33:16.500595+00:00
28,4150865271562810359,sdxl_00028_.png,V2_SDXL,jedi_van_gogh_3_v2_00028_.png,2026-03-16T13:33:53.706448+00:00
29,1565371200391783865,sdxl_00029_.png,V2_SDXL,jedi_van_gogh_3_v2_00029_.png,2026-03-16T13:34:30.588991+00:00
30,1399858297700844154,sdxl_00030_.png,V2_SDXL,jedi_van_gogh_3_v2_00030_.png,2026-03-16T13:35:07.532809+00:00
