run_id,seed,img_v1,img_v2,clip_sub_v1,clip_sub_v2,clip_sty_v1,clip_sty_v2,lpips,ssim,sharpness_v1,sharpness_v2,color_dist
1,9194004982435176683,G:\My Drive\ComfyUI\output\plain_cat_2_00002_.png,G:\My Drive\ComfyUI\output\euler_00005_.png,0.3351,0.3357,0.2717,0.2662,0.1919,0.4658,80.31,64.4,0.702
2,5800892314774049202,G:\My Drive\ComfyUI\output\plain_cat_2_00002_.png,G:\My Drive\ComfyUI\output\uni_pc_00005_.png,0.3351,0.3358,0.2717,0.2682,0.1794,0.4585,80.31,85.66,0.6984
