run_id,seed,img_v1,img_v2,clip_sub_v1,clip_sub_v2,clip_sty_v1,clip_sty_v2,lpips,ssim,sharpness_v1,sharpness_v2,color_dist
1,9194004982435176683,G:\My Drive\ComfyUI\output\steps_15_00001_.png,G:\My Drive\ComfyUI\output\steps_60_00004_.png,0.2904,0.3354,0.2468,0.2269,0.4149,0.2264,275.5,176.68,0.8209
2,5800892314774049202,G:\My Drive\ComfyUI\output\steps_15_00003_.png,G:\My Drive\ComfyUI\output\steps_60_00006_.png,0.3033,0.3368,0.2533,0.2559,0.3465,0.3478,114.97,103.53,0.8235
